,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day,hour,minute,day_minute,cumulative_hour,cumulative_minute,weekend
1,2015-02-04 17:51:00,23.18,27.272,426.0,721.25,0.00479298817650529,1,4,17,51,1071,0,0,0
2,2015-02-04 17:51:59,23.15,27.2675,429.5,714.0,0.00478344094931065,1,4,17,52,1072,0,1,0
3,2015-02-04 17:53:00,23.15,27.245,426.0,713.5,0.00477946352442199,1,4,17,53,1073,0,2,0
4,2015-02-04 17:54:00,23.15,27.2,426.0,708.25,0.00477150882608175,1,4,17,54,1074,0,3,0
5,2015-02-04 17:55:00,23.1,27.2,426.0,704.5,0.004756992933315179,1,4,17,55,1075,0,4,0
6,2015-02-04 17:55:59,23.1,27.2,419.0,701.0,0.004756992933315179,1,4,17,56,1076,0,5,0
7,2015-02-04 17:57:00,23.1,27.2,419.0,701.666666666667,0.004756992933315179,1,4,17,57,1077,0,6,0
8,2015-02-04 17:57:59,23.1,27.2,419.0,699.0,0.004756992933315179,1,4,17,58,1078,0,7,0
9,2015-02-04 17:58:59,23.1,27.2,419.0,689.333333333333,0.004756992933315179,1,4,17,59,1079,0,8,0
10,2015-02-04 18:00:00,23.075,27.175,419.0,688.0,0.00474535071966655,1,4,18,0,1080,1,9,0
11,2015-02-04 18:01:00,23.075,27.15,419.0,690.25,0.00474095189694268,1,4,18,1,1081,1,10,0
12,2015-02-04 18:02:00,23.1,27.1,419.0,691.0,0.00473937073052061,1,4,18,2,1082,1,11,0
13,2015-02-04 18:03:00,23.1,27.1666666666667,419.0,683.5,0.00475111875560951,1,4,18,3,1083,1,12,0
14,2015-02-04 18:04:00,23.05,27.15,419.0,687.5,0.0047337317970825,1,4,18,4,1084,1,13,0
15,2015-02-04 18:04:59,23.0,27.125,419.0,686.0,0.00471494214590473,1,4,18,5,1085,1,14,0
16,2015-02-04 18:06:00,23.0,27.125,418.5,680.5,0.00471494214590473,1,4,18,6,1086,1,15,0
17,2015-02-04 18:07:00,23.0,27.2,0.0,681.5,0.0047280779496687705,0,4,18,7,1087,1,16,0
18,2015-02-04 18:08:00,22.945,27.29,0.0,685.0,0.00472795137178073,0,4,18,8,1088,1,17,0
19,2015-02-04 18:08:59,22.945,27.39,0.0,685.0,0.0047454083970941,0,4,18,9,1089,1,18,0
20,2015-02-04 18:10:00,22.89,27.39,0.0,689.0,0.00472950615591001,0,4,18,10,1090,1,19,0
21,2015-02-04 18:10:59,22.89,27.39,0.0,689.5,0.00472950615591001,0,4,18,11,1091,1,20,0
22,2015-02-04 18:11:59,22.89,27.39,0.0,689.0,0.00472950615591001,0,4,18,12,1092,1,21,0
23,2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0.00473907551474663,0,4,18,13,1093,1,22,0
24,2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0.00474864516581148,0,4,18,14,1094,1,23,0
25,2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0.00474864516581148,0,4,18,15,1095,1,24,0
26,2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0.00471022404680625,0,4,18,16,1096,1,25,0
27,2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0.004719734999149521,0,4,18,17,1097,1,26,0
28,2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0.004719734999149521,0,4,18,18,1098,1,27,0
29,2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0.004719734999149521,0,4,18,19,1099,1,28,0
30,2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0.0047067761580489,0,4,18,20,1100,1,29,0
31,2015-02-04 18:21:00,22.7,27.463333333333303,0.0,668.666666666667,0.00468754308384392,0,4,18,21,1101,1,30,0
