,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day,hour,minute,day_minute,cumulative_hour,cumulative_minute,weekend
0,2015-02-02 14:19:00,23.7,26.272,585.2,749.2,0.0047641630241641395,1,2,14,19,859,0,0,0
1,2015-02-02 14:19:59,23.718000000000004,26.29,578.4,760.4,0.00477266099212519,1,2,14,20,860,0,1,0
2,2015-02-02 14:21:00,23.73,26.23,572.666666666667,769.666666666667,0.00476515255246541,1,2,14,21,861,0,2,0
3,2015-02-02 14:22:00,23.7225,26.125,493.75,774.75,0.00474377335599685,1,2,14,22,862,0,3,0
4,2015-02-02 14:23:00,23.754,26.2,488.6,779.0,0.00476659399998615,1,2,14,23,863,0,4,0
5,2015-02-02 14:23:59,23.76,26.26,568.666666666667,790.0,0.00477933243163454,1,2,14,24,864,0,5,0
6,2015-02-02 14:25:00,23.73,26.29,536.333333333333,798.0,0.004776136332748921,1,2,14,25,865,0,6,0
7,2015-02-02 14:25:59,23.754,26.29,509.0,797.0,0.00478309370839038,1,2,14,26,866,0,7,0
8,2015-02-02 14:26:59,23.754,26.35,476.0,803.2,0.0047940939966204105,1,2,14,27,867,0,8,0
9,2015-02-02 14:28:00,23.736,26.39,510.0,809.0,0.00479618871038935,1,2,14,28,868,0,9,0
10,2015-02-02 14:29:00,23.745,26.445,481.5,815.25,0.00480888622067716,1,2,14,29,869,0,10,0
11,2015-02-02 14:30:00,23.7,26.56,481.8,824.0,0.0048167933677358,1,2,14,30,870,0,11,0
12,2015-02-02 14:31:00,23.7,26.6,475.25,832.0,0.0048241038367487395,1,2,14,31,871,0,12,0
13,2015-02-02 14:31:59,23.7,26.7,469.0,845.333333333333,0.004842380755335629,1,2,14,32,872,0,13,0
14,2015-02-02 14:32:59,23.7,26.774,464.0,852.4,0.00485590636128976,1,2,14,33,873,0,14,0
15,2015-02-02 14:34:00,23.7,26.89,464.0,861.0,0.00487710983719076,1,2,14,34,874,0,15,0
16,2015-02-02 14:35:00,23.7,26.9725,455.0,880.0,0.004892190768364,1,2,14,35,875,0,16,0
17,2015-02-02 14:36:00,23.6,26.89,454.0,891.0,0.00484759441396992,1,2,14,36,876,0,17,0
18,2015-02-02 14:37:00,23.64,26.976,458.0,897.6,0.0048750447811301,1,2,14,37,877,0,18,0
19,2015-02-02 14:38:00,23.65,27.05,464.0,900.5,0.004891491589296229,1,2,14,38,878,0,19,0
20,2015-02-02 14:38:59,23.64,27.1,473.0,908.8,0.004897630243458229,1,2,14,39,879,0,20,0
21,2015-02-02 14:39:59,23.6,27.16,464.0,918.0,0.00489665184522539,1,2,14,40,880,0,21,0
22,2015-02-02 14:41:00,23.6,27.236,498.4,925.2,0.00491046198855591,1,2,14,41,881,0,22,0
23,2015-02-02 14:42:00,23.6,27.29,530.2,929.4,0.0049202748285747,1,2,14,42,882,0,23,0
24,2015-02-02 14:43:00,23.6,27.33,533.6,936.4,0.00492754379701558,1,2,14,43,883,0,24,0
25,2015-02-02 14:44:00,23.6,27.34,524.25,950.0,0.0049293610654639,1,2,14,44,884,0,25,0
26,2015-02-02 14:44:59,23.625,27.3925,498.666666666667,961.0,0.00494640574744149,1,2,14,45,885,0,26,0
27,2015-02-02 14:45:59,23.6,27.39,516.333333333333,963.0,0.00493844756573873,1,2,14,46,886,0,27,0
28,2015-02-02 14:47:00,23.6,27.412,501.2,958.6,0.00494244570930318,1,2,14,47,887,0,28,0
29,2015-02-02 14:48:00,23.6,27.5,522.0,965.333333333333,0.00495843879351724,1,2,14,48,888,0,29,0
30,2015-02-02 14:49:00,23.6,27.525,520.5,979.25,0.00496298243218165,1,2,14,49,889,0,30,0
31,2015-02-02 14:50:00,23.6,27.6,505.28571428571405,978.428571428571,0.0049766137433226295,1,2,14,50,890,0,31,0
32,2015-02-02 14:51:00,23.6,27.6,488.333333333333,983.0,0.0049766137433226295,1,2,14,51,891,0,32,0
33,2015-02-02 14:51:59,23.6,27.54,512.0,992.6,0.00496570864699156,1,2,14,52,892,0,33,0
34,2015-02-02 14:53:00,23.6,27.6,511.0,997.2,0.0049766137433226295,1,2,14,53,893,0,34,0
35,2015-02-02 14:54:00,23.6166666666667,27.6333333333333,501.5,999.5,0.00498771842139186,1,2,14,54,894,0,35,0
36,2015-02-02 14:55:00,23.6666666666667,27.7,503.666666666667,1001.0,0.00501505086095386,1,2,14,55,895,0,36,0
37,2015-02-02 14:55:59,23.6,27.7,483.166666666667,1009.5,0.00499478974690881,1,2,14,56,896,0,37,0
38,2015-02-02 14:57:00,23.6,27.7225,483.5,1019.0,0.0049988794929492295,1,2,14,57,897,0,38,0
39,2015-02-02 14:57:59,23.6,27.79,473.0,1021.0,0.00501114905119468,1,2,14,58,898,0,39,0
40,2015-02-02 14:58:59,23.6,27.856666666666698,470.333333333333,1024.66666666667,0.00502326760476436,1,2,14,59,899,0,40,0
41,2015-02-02 15:00:00,23.6,27.804285714285697,480.142857142857,1030.42857142857,0.00501374584466786,1,2,15,0,900,1,41,0
42,2015-02-02 15:01:00,23.575,27.79,464.0,1026.25,0.0050035447484533604,1,2,15,1,901,1,42,0
43,2015-02-02 15:02:00,23.54,27.81,474.4,1028.0,0.00499653801060323,1,2,15,2,902,1,43,0
44,2015-02-02 15:03:00,23.6,27.978,470.0,1034.8,0.00504532457442066,1,2,15,3,903,1,44,0
45,2015-02-02 15:04:00,23.525,28.0,454.0,1055.5,0.00502636675819462,1,2,15,4,904,1,45,0
46,2015-02-02 15:04:59,23.5,27.978,454.0,1055.25,0.0050147597241768,1,2,15,5,905,1,46,0
47,2015-02-02 15:06:00,23.5,28.0,454.0,1050.0,0.00501873480786954,1,2,15,6,906,1,47,0
48,2015-02-02 15:07:00,23.5,28.0,454.0,1051.25,0.00501873480786954,1,2,15,7,907,1,48,0
49,2015-02-02 15:08:00,23.5,28.0,445.0,1053.6,0.00501873480786954,1,2,15,8,908,1,49,0
